0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.204165294727999935e-09,2.117222619446579301e-09,1.131780731356002434e-07,-5.986100504173919035e-12,1.702725072050270683e-09
2.925239080076025289e-06,2.884910130118711891e-06,2.797361700279665797e-06,2.900971569630428348e-06,2.951231792946984456e-06
6.450652258349620638e-06,1.809357016702151100e-05,1.610077221836370143e-05,2.927684837961130881e-05,5.811379504150337993e-05
3.193156147718312354e-05,1.714535434807817893e-03,4.173452112832265470e-05,9.293628123623332016e-04,3.983921418648783686e-05
6.724757883550092075e-03,2.363452387699882529e-02,3.316402183248801094e-04,2.123613841900739985e-03,8.565836729676368222e-03
1.430716621654393172e-01,7.476938766257834601e-02,1.937063131452061437e-01,1.540848191135544276e-01,2.305477820475165807e-02
9.854375110927560133e-01,1.926495131021863649e-01,9.274146069362032563e-01,3.486844286704133822e-01,5.794746246153950064e-01
1.516398207793747677e+00,1.140058961947574501e+00,1.673655566145406226e+00,1.148405273836234253e+00,1.501887348586125270e+00
1.999995671919923890e+00,1.999995671919926332e+00,1.999995671919921003e+00,1.999995671919931661e+00,1.999995671919932771e+00
